City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Igarka,RU,2022-07-19 17:56:26,67.4667,86.5833,53.85,57,99,10.27
295,Torbay,CA,2022-07-19 17:56:26,47.6666,-52.7314,71.28,79,100,19.57
296,Iralaya,HN,2022-07-19 17:56:26,15.0,-83.2333,84.2,73,100,15.46
297,Dedougou,BF,2022-07-19 17:56:26,12.4667,-3.4667,76.32,83,89,11.59
298,Codrington,AU,2022-07-19 17:56:26,-38.2667,141.9667,36.0,94,0,7.81
299,Mount Isa,AU,2022-07-19 17:56:27,-20.7333,139.5,56.97,47,0,11.5
300,Palmer,US,2022-07-19 17:56:27,42.1584,-72.3287,88.63,54,4,1.99
301,Hilo,US,2022-07-19 17:52:27,19.7297,-155.09,76.62,87,40,6.91
302,Raudeberg,NO,2022-07-19 17:56:27,61.9875,5.1352,66.96,80,95,4.03
303,Amuntai,ID,2022-07-19 17:56:27,-2.4177,115.2494,74.05,94,67,1.92
304,Fort Nelson,CA,2022-07-19 17:56:27,58.8053,-122.7002,63.99,48,75,12.66
305,Dhing,IN,2022-07-19 17:56:27,26.4667,92.4667,78.82,91,84,2.19
306,San Andres,CO,2022-07-19 17:56:27,12.5847,-81.7006,87.82,70,40,14.97
307,Hushitai,CN,2022-07-19 17:56:28,41.9322,123.5114,71.51,91,64,5.57
308,Maceio,BR,2022-07-19 17:55:25,-9.6658,-35.7353,81.84,65,40,14.97
309,Alyangula,AU,2022-07-19 17:56:28,-13.8483,136.4192,67.23,84,34,7.92
310,Kilis,TR,2022-07-19 17:56:28,36.7161,37.115,88.03,35,0,7.0
311,Lazaro Cardenas,MX,2022-07-19 17:56:28,17.9583,-102.2,87.26,65,78,4.83
312,Tabory,RU,2022-07-19 17:56:28,58.5198,64.5495,64.72,80,97,6.82
313,Nome,US,2022-07-19 17:56:28,64.5011,-165.4064,43.16,82,85,15.43
314,Namatanai,PG,2022-07-19 17:56:28,-3.6667,152.4333,78.24,79,100,4.97
315,Damaturu,NG,2022-07-19 17:53:23,11.747,11.9608,85.01,51,30,8.14
316,Kintampo,GH,2022-07-19 17:56:29,8.0563,-1.7306,75.92,74,82,4.63
317,Chas,IN,2022-07-19 17:56:29,23.6333,86.1667,83.55,68,100,11.77
318,Canutama,BR,2022-07-19 17:56:29,-6.5339,-64.3831,95.54,28,10,4.92
319,Jinchang,CN,2022-07-19 17:56:29,38.4953,102.1739,71.31,34,86,13.11
320,Teluk Nibung,ID,2022-07-19 17:56:29,3.001,99.8164,77.09,90,98,4.21
321,Ewo,CG,2022-07-19 17:56:29,-0.8725,14.8206,80.87,57,97,2.8
322,Banjar,ID,2022-07-19 17:56:29,-8.19,114.9675,72.61,86,28,4.79
323,Mahibadhoo,MV,2022-07-19 17:56:29,3.7833,72.9667,82.83,77,100,18.16
324,Mosquera,CO,2022-07-19 17:56:30,4.7059,-74.2302,64.49,55,40,13.8
325,Slave Lake,CA,2022-07-19 17:55:05,55.2834,-114.769,69.78,43,20,31.07
326,Puerto Del Rosario,ES,2022-07-19 17:56:30,28.5004,-13.8627,76.75,78,20,14.97
327,Pisco,PE,2022-07-19 17:56:30,-13.7,-76.2167,63.01,77,88,9.22
328,Qui Nhon,VN,2022-07-19 17:56:30,13.7667,109.2333,78.94,88,100,9.89
329,Cayenne,GF,2022-07-19 17:56:08,4.9333,-52.3333,86.09,22,75,3.44
330,Serik,TR,2022-07-19 17:56:30,36.9169,31.0989,89.85,46,0,3.11
331,Lososina,RU,2022-07-19 17:56:30,48.9975,140.3106,56.88,99,100,4.45
332,Vanavara,RU,2022-07-19 17:56:31,60.34,102.2797,56.93,72,100,2.75
333,Tessalit,ML,2022-07-19 17:56:31,20.1986,1.0114,93.61,29,67,8.59
334,Bulgan,MN,2022-07-19 17:56:31,48.8125,103.5347,52.07,90,66,5.01
335,Mantua,IT,2022-07-19 17:56:31,45.1667,10.7833,92.44,46,0,1.99
336,Mundo Nuevo,MX,2022-07-19 17:56:31,18.7,-95.5,85.87,69,45,7.4
337,Vastseliina,EE,2022-07-19 17:56:31,57.7303,27.2932,60.17,91,62,5.32
338,Lompoc,US,2022-07-19 17:56:31,34.6391,-120.4579,90.7,62,0,6.91
339,Srisailam,IN,2022-07-19 17:56:31,16.0833,78.8667,76.41,82,61,3.42
340,Pudozh,RU,2022-07-19 17:56:32,61.8099,36.5345,62.31,64,100,10.02
341,Pinawa,CA,2022-07-19 17:56:32,50.1489,-95.8811,79.27,66,92,11.61
342,Uglovskoye,RU,2022-07-19 17:56:32,51.3557,80.1942,59.09,77,36,5.14
343,Half Moon Bay,US,2022-07-19 17:56:32,37.4636,-122.4286,77.61,73,100,8.05
344,Chernigovka,RU,2022-07-19 17:56:32,44.3389,132.5728,63.34,96,32,2.46
345,Tostedt,DE,2022-07-19 17:56:32,53.2833,9.7167,92.82,32,43,6.51
346,Sola,VU,2022-07-19 17:56:32,-13.8833,167.55,79.83,78,35,12.77
347,Walvis Bay,NA,2022-07-19 17:56:32,-22.9575,14.5053,57.09,88,4,13.8
348,Russell,US,2022-07-19 17:56:33,32.3502,-85.1999,92.48,41,48,6.38
349,Okha,RU,2022-07-19 17:56:33,53.5739,142.9478,52.54,98,100,11.14
350,Ancud,CL,2022-07-19 17:55:26,-41.8697,-73.8203,53.22,93,100,32.12
351,Saint Marys,US,2022-07-19 17:56:33,30.7305,-81.5465,87.01,70,0,9.22
352,Lazi,UA,2022-07-19 17:56:33,48.0667,24.2333,65.32,66,76,3.91
353,Benidorm,ES,2022-07-19 17:54:37,38.5382,-0.131,95.25,67,0,3.0
354,Vila Velha,BR,2022-07-19 17:56:34,-20.3297,-40.2925,80.55,75,40,9.22
355,Buchanan,LR,2022-07-19 17:56:34,5.8808,-10.0467,76.89,73,96,8.3
356,Goderich,CA,2022-07-19 17:56:34,43.7501,-81.7165,79.12,65,5,6.91
357,Touros,BR,2022-07-19 17:56:34,-5.1989,-35.4608,81.3,68,65,18.25
358,Seoul,KR,2022-07-19 17:53:40,37.5683,126.9778,76.6,86,75,4.61
359,Mehamn,NO,2022-07-19 17:56:34,71.0357,27.8492,58.95,77,0,6.91
360,Sao Joao Da Barra,BR,2022-07-19 17:56:34,-21.6403,-41.0511,82.49,71,15,12.66
361,Gambela,ET,2022-07-19 17:56:35,8.25,34.5833,71.94,88,99,3.85
362,Anadyr,RU,2022-07-19 17:54:05,64.75,177.4833,54.1,62,40,15.66
363,Thompson,CA,2022-07-19 17:56:35,55.7435,-97.8558,78.96,47,40,11.5
364,Wajima,JP,2022-07-19 17:56:35,37.4,136.9,75.18,90,94,13.73
365,Myski,RU,2022-07-19 17:56:35,53.709,87.8014,53.04,98,100,3.4
366,Gorontalo,ID,2022-07-19 17:56:35,0.5412,123.0595,74.07,95,95,2.3
367,Malanje,AO,2022-07-19 17:56:35,-9.5402,16.341,75.54,30,15,2.28
368,Kyzyl-Suu,KG,2022-07-19 17:56:36,42.3414,78.0056,56.66,74,35,5.08
369,Meulaboh,ID,2022-07-19 17:56:36,4.1363,96.1285,76.35,85,87,3.85
370,Sayyan,YE,2022-07-19 17:56:36,15.1718,44.3244,61.61,67,100,3.85
371,Beidao,CN,2022-07-19 17:56:36,34.5686,105.8933,60.49,89,3,2.53
372,Los Negros,BO,2022-07-19 17:56:36,-17.7333,-63.4333,82.53,44,54,4.18
373,Pokosnoye,RU,2022-07-19 17:56:36,55.5258,101.0536,49.68,95,96,3.53
374,Bikin,RU,2022-07-19 17:56:37,46.8161,134.26,61.9,98,92,1.41
375,Nouadhibou,MR,2022-07-19 17:56:37,20.931,-17.0347,73.38,78,18,18.41
376,Anzio,IT,2022-07-19 17:54:43,41.4853,12.6179,89.98,58,2,6.51
377,Podosinovets,RU,2022-07-19 17:56:37,60.2776,47.0659,55.8,96,100,7.02
378,Aguadilla,PR,2022-07-19 17:56:37,18.4275,-67.1541,88.56,72,0,21.85
379,Dong Hoi,VN,2022-07-19 17:56:37,17.4833,106.6,82.06,81,78,5.01
380,Husavik,IS,2022-07-19 17:56:37,66.0449,-17.3389,51.78,83,100,6.51
381,Cabedelo,BR,2022-07-19 17:56:38,-6.9811,-34.8339,81.27,74,21,17.29
382,Puerto Lopez,CO,2022-07-19 17:56:38,4.0845,-72.956,80.89,76,93,2.51
383,Diffa,NE,2022-07-19 17:56:38,13.3154,12.6113,93.24,36,9,3.98
384,Niono,ML,2022-07-19 17:56:39,14.2526,-5.993,89.38,49,99,7.92
385,Bajil,YE,2022-07-19 17:56:39,15.0584,43.2851,93.13,29,100,8.97
386,Palu,ID,2022-07-19 17:56:39,-0.8917,119.8707,74.5,91,41,3.09
387,Minab,IR,2022-07-19 17:55:20,27.1467,57.0801,91.72,66,37,6.91
388,Geraldton,AU,2022-07-19 17:56:39,-28.7667,114.6,54.01,94,97,10.36
389,Pemba,MZ,2022-07-19 17:56:39,-12.974,40.5178,74.1,78,75,10.36
390,Ipojuca,BR,2022-07-19 17:56:40,-8.3989,-35.0639,80.51,69,14,11.5
391,Laguna,US,2022-07-19 17:56:40,38.421,-121.4238,95.94,30,11,7.02
392,Baoma,CN,2022-07-19 17:56:40,31.4859,106.1128,67.86,89,97,2.17
393,Pacasmayo,PE,2022-07-19 17:56:40,-7.4006,-79.5714,68.43,70,51,11.92
394,Neiafu,TO,2022-07-19 17:56:41,-18.65,-173.9833,77.68,78,20,11.5
395,Coquimbo,CL,2022-07-19 17:53:24,-29.9533,-71.3436,55.13,87,75,8.05
396,Waingapu,ID,2022-07-19 17:56:41,-9.6567,120.2641,70.41,84,6,8.5
397,Nelson Bay,AU,2022-07-19 17:56:41,-32.7167,152.15,57.0,80,100,7.0
398,Clyde River,CA,2022-07-19 17:56:41,70.4692,-68.5914,37.63,100,100,11.5
399,Snasa,NO,2022-07-19 17:56:42,64.2457,12.3778,58.41,67,99,2.91
400,Skeldon,GY,2022-07-19 17:55:42,5.8833,-57.1333,83.89,78,75,4.59
401,Padang,ID,2022-07-19 17:55:29,-0.9492,100.3543,77.23,84,13,3.13
402,Lavumisa,SZ,2022-07-19 17:56:43,-27.31,31.892,66.58,71,0,3.11
403,Fortuna,US,2022-07-19 17:56:43,40.5982,-124.1573,59.67,79,41,6.22
404,Kutum,SD,2022-07-19 17:56:43,14.2,24.6667,84.99,35,21,3.58
405,Kasempa,ZM,2022-07-19 17:56:44,-13.4584,25.8338,65.84,38,28,2.71
406,Lapua,FI,2022-07-19 17:56:44,62.9693,23.0088,63.34,58,57,6.04
407,Dongsheng,CN,2022-07-19 17:56:44,39.8161,109.9776,66.06,54,96,7.54
408,Mokokchung,IN,2022-07-19 17:56:44,26.3333,94.5333,64.96,98,99,2.17
409,Buraydah,SA,2022-07-19 17:53:11,26.326,43.975,104.45,10,1,10.65
410,Vung Tau,VN,2022-07-19 17:56:44,10.346,107.0843,80.87,84,100,9.82
411,Kayerkan,RU,2022-07-19 17:56:44,69.3497,87.7602,55.53,66,50,4.7
412,Aykhal,RU,2022-07-19 17:55:58,66.0,111.5,44.96,93,53,10.8
413,Charters Towers,AU,2022-07-19 17:56:44,-20.1,146.2667,55.26,92,0,7.49
414,Gao,ML,2022-07-19 17:56:45,16.6362,1.637,97.84,30,53,6.22
415,Parana,AR,2022-07-19 17:56:45,-31.732,-60.5238,69.55,43,0,7.02
416,Owensboro,US,2022-07-19 17:56:45,37.7742,-87.1133,90.21,45,0,4.94
417,San Lorenzo,PY,2022-07-19 17:56:45,-25.3333,-57.5333,76.59,65,20,3.44
418,Espera Feliz,BR,2022-07-19 17:56:45,-20.6503,-41.9072,78.12,37,0,3.18
419,Labuhan,ID,2022-07-19 17:56:45,-6.8844,112.2051,76.23,84,62,8.39
420,Palmas Bellas,PA,2022-07-19 17:56:45,9.2319,-80.0867,88.25,83,97,4.65
421,Bowen,AU,2022-07-19 17:56:45,-20.0167,148.2333,61.29,92,6,9.31
422,Muroto,JP,2022-07-19 17:56:45,33.2833,134.15,78.55,92,100,9.24
423,Shelbyville,US,2022-07-19 17:56:46,35.4834,-86.4603,88.02,57,20,9.22
424,Okhotsk,RU,2022-07-19 17:56:46,59.3833,143.3,57.92,92,99,2.57
425,Manturovo,RU,2022-07-19 17:56:46,58.3353,44.7619,56.5,79,87,13.42
426,Constitucion,CL,2022-07-19 17:56:46,-35.3333,-72.4167,56.84,57,31,12.55
427,Aras,ES,2022-07-19 17:56:46,42.5617,-2.356,90.01,22,20,9.22
428,Aksu,CN,2022-07-19 17:56:46,41.1231,80.2644,77.31,31,48,6.26
429,Changqing,CN,2022-07-19 17:56:46,36.5575,116.7272,74.25,77,100,1.57
430,Rawson,AR,2022-07-19 17:56:46,-43.3002,-65.1023,59.72,26,68,28.03
431,Conde,BR,2022-07-19 17:56:47,-7.2597,-34.9075,80.06,69,75,16.11
432,Sai Buri,TH,2022-07-19 17:56:47,6.7013,101.6168,77.88,82,87,5.03
433,Fort Saint James,CA,2022-07-19 17:56:47,54.4333,-124.25,64.71,44,41,10.69
434,Makakilo City,US,2022-07-19 17:56:47,21.3469,-158.0858,77.68,66,75,8.05
435,Manzil Salim,TN,2022-07-19 17:56:47,35.8567,8.4765,94.23,18,8,12.21
436,Taunggyi,MM,2022-07-19 17:56:47,20.7833,97.0333,66.13,92,100,3.4
437,Alihe,CN,2022-07-19 17:56:47,50.5667,123.7167,61.97,96,14,1.99
438,Severo-Yeniseyskiy,RU,2022-07-19 17:56:48,60.3725,93.0408,50.0,98,77,3.56
439,Bursa,TR,2022-07-19 17:56:48,40.1667,29.0833,69.84,71,2,7.36
440,Ambon,ID,2022-07-19 17:56:48,-3.6954,128.1814,76.23,16,40,4.61
441,Udachnyy,RU,2022-07-19 17:56:48,66.4167,112.4,50.45,81,100,15.12
442,Biak,ID,2022-07-19 17:56:48,-0.9131,122.8766,75.09,88,99,4.79
443,Dolores,AR,2022-07-19 17:56:48,-36.3132,-57.6792,57.97,43,0,11.68
444,Aksha,RU,2022-07-19 17:56:49,50.2814,113.2867,59.99,88,81,1.05
445,Richards Bay,ZA,2022-07-19 17:56:49,-28.783,32.0377,73.35,56,0,11.65
446,Djambala,CG,2022-07-19 17:56:49,-2.5447,14.7533,75.04,57,96,4.76
447,Khvorostyanka,RU,2022-07-19 17:56:49,52.6096,48.9597,65.37,64,67,6.6
448,La Ronge,CA,2022-07-19 17:56:49,55.1001,-105.2842,82.62,54,20,10.36
449,Pantai Remis,MY,2022-07-19 17:56:50,4.4557,100.6288,78.82,84,100,4.74
450,Shache,CN,2022-07-19 17:56:50,38.4167,77.2406,82.71,16,6,11.92
451,Sangar,RU,2022-07-19 17:56:50,63.9242,127.4739,64.26,73,31,5.55
452,Hasaki,JP,2022-07-19 17:56:50,35.7333,140.8333,77.4,92,81,6.08
453,Poronaysk,RU,2022-07-19 17:56:51,49.2167,143.1167,54.05,97,100,3.94
454,Viedma,AR,2022-07-19 17:53:37,-40.8135,-62.9967,59.58,21,4,27.94
455,Abha,SA,2022-07-19 17:56:51,18.2164,42.5053,64.65,63,40,6.91
456,Ulaangom,MN,2022-07-19 17:56:51,49.9811,92.0667,56.89,62,71,4.12
457,Gazimurskiy Zavod,RU,2022-07-19 17:56:52,51.5461,118.3266,59.36,82,3,3.09
458,Aksarka,RU,2022-07-19 17:56:52,66.5606,67.7975,57.96,67,1,7.43
459,Atar,MR,2022-07-19 17:56:52,20.5169,-13.0499,110.75,9,18,14.94
460,Mtwara,TZ,2022-07-19 17:56:53,-10.2667,40.1833,71.58,81,32,10.67
461,Rehoboth,NA,2022-07-19 17:56:53,-23.3167,17.0833,57.49,31,2,7.49
462,Jinxiang,CN,2022-07-19 17:56:53,27.4327,120.6062,79.83,92,100,11.9
463,The Valley,AI,2022-07-19 17:56:09,18.217,-63.0578,87.66,70,40,18.41
464,Asau,RO,2022-07-19 17:56:54,46.4333,26.4,76.28,54,96,4.23
465,Lagoa,PT,2022-07-19 17:56:54,39.05,-27.9833,70.0,93,64,14.76
466,Port-Gentil,GA,2022-07-19 17:56:54,-0.7193,8.7815,75.16,78,40,9.22
467,Bossangoa,CF,2022-07-19 17:56:54,6.4926,17.4552,69.03,99,100,3.6
468,Norman Wells,CA,2022-07-19 17:56:54,65.282,-126.8329,59.04,88,100,5.75
469,Kaseda,JP,2022-07-19 17:56:54,31.4167,130.3167,80.92,92,100,14.0
470,Cotonou,BJ,2022-07-19 17:56:55,6.3654,2.4183,76.87,75,94,13.29
471,Honiara,SB,2022-07-19 17:56:55,-9.4333,159.95,74.41,83,46,5.03
472,Kulhudhuffushi,MV,2022-07-19 17:56:55,6.6221,73.07,80.98,81,100,19.15
473,Cuamba,MZ,2022-07-19 17:56:55,-14.8031,36.5372,73.13,43,69,3.06
474,Waipawa,NZ,2022-07-19 17:56:55,-41.4122,175.5153,48.25,94,44,4.18
475,Prado,BR,2022-07-19 17:56:56,-17.3411,-39.2208,76.6,65,9,8.95
476,Darab,IR,2022-07-19 17:56:56,28.7519,54.5444,93.27,8,0,8.34
477,Marzuq,YE,2022-07-19 17:56:56,14.4,46.4667,83.77,41,100,11.3
478,Nuevo Progreso,MX,2022-07-19 17:56:56,23.1667,-97.95,95.54,46,84,5.99
479,Tubuala,PA,2022-07-19 17:56:56,9.5167,-79.0333,82.58,80,99,4.74
480,Port Augusta,AU,2022-07-19 17:56:56,-32.5,137.7667,40.17,71,62,7.61
481,Hami,CN,2022-07-19 17:56:56,42.8,93.45,79.25,28,47,10.83
482,Mikuni,JP,2022-07-19 17:56:57,36.2171,136.1519,76.91,92,55,4.14
483,Semirom,IR,2022-07-19 17:56:14,31.4167,51.5667,71.01,15,0,8.9
484,Teguise,ES,2022-07-19 17:53:42,29.0605,-13.564,75.42,69,20,29.93
485,Pemangkat,ID,2022-07-19 17:56:57,1.1667,108.9667,79.16,85,0,5.77
486,Ghatanji,IN,2022-07-19 17:56:57,20.1333,78.3167,74.41,92,91,6.62
487,Salalah,OM,2022-07-19 17:56:57,17.0151,54.0924,77.49,94,100,4.7
488,Maragogi,BR,2022-07-19 17:56:57,-9.0122,-35.2225,78.48,70,4,11.52
489,Mamallapuram,IN,2022-07-19 17:56:58,12.6264,80.1722,87.85,79,31,11.21
490,Cherrapunji,IN,2022-07-19 17:56:58,25.3,91.7,63.19,98,100,1.36
491,Margate,GB,2022-07-19 17:56:58,51.3813,1.3862,82.9,62,18,10.6
492,Isangel,VU,2022-07-19 17:56:58,-19.55,169.2667,75.16,90,23,9.22
493,Mount Gambier,AU,2022-07-19 17:56:58,-37.8333,140.7667,34.83,93,0,4.88
494,Abu Samrah,SY,2022-07-19 17:56:58,35.3029,37.1841,88.27,23,0,10.27
495,Wamba,NG,2022-07-19 17:56:58,8.9333,8.6,73.31,89,87,3.83
496,Svetlogorsk,BY,2022-07-19 17:56:58,52.6333,29.7333,63.45,77,86,7.23
497,Manzhouli,CN,2022-07-19 17:56:59,49.6,117.4333,64.26,46,0,1.01
498,Talnakh,RU,2022-07-19 17:56:59,69.4865,88.3972,56.21,55,70,5.21
499,Bambanglipuro,ID,2022-07-19 17:56:59,-7.95,110.2833,73.65,88,87,5.61
500,Bay Roberts,CA,2022-07-19 17:56:59,47.5999,-53.2648,72.05,86,100,5.01
501,De Aar,ZA,2022-07-19 17:56:59,-30.6497,24.0123,55.96,45,14,6.82
502,Honningsvag,NO,2022-07-19 17:56:59,70.9821,25.9704,55.15,82,24,9.22
503,Ugoofaaru,MV,2022-07-19 17:56:59,5.6667,73.0,82.36,76,98,18.3
504,Moree,AU,2022-07-19 17:57:00,-29.4667,149.85,44.44,82,20,8.59
505,Havelock,US,2022-07-19 17:57:00,34.8791,-76.9013,93.15,81,13,7.0
506,Zima,RU,2022-07-19 17:57:00,53.9202,102.0442,49.5,96,100,2.06
507,Lewiston,US,2022-07-19 17:57:00,44.1003,-70.2148,89.73,57,24,3.0
508,Talcahuano,CL,2022-07-19 17:57:00,-36.7167,-73.1167,49.68,57,0,9.22
509,Bingol,TR,2022-07-19 17:56:59,38.8847,40.4939,77.31,30,0,4.74
510,Kousseri,CM,2022-07-19 17:57:01,12.0769,15.0306,88.16,46,65,0.4
511,Erzin,TR,2022-07-19 17:57:01,36.9559,36.2,79.99,62,0,2.55
512,Bone,DE,2022-07-19 17:57:01,51.9669,12.1396,91.29,37,76,7.0
513,Gigmoto,PH,2022-07-19 17:57:01,13.7796,124.39,81.79,84,61,7.49
514,Borjomi,GE,2022-07-19 17:57:02,41.8527,43.4128,64.2,99,87,2.53
515,Syracuse,IT,2022-07-19 17:57:02,37.0881,15.2792,83.57,68,10,7.67
516,Nagapattinam,IN,2022-07-19 17:57:02,10.7667,79.8333,84.51,73,81,12.88
517,Sakakah,SA,2022-07-19 17:57:03,29.9697,40.2064,107.17,9,4,5.19
518,Bairiki,KI,2022-07-19 17:57:03,1.3292,172.9752,80.6,83,20,11.5
519,Wright,US,2022-07-19 17:57:03,45.1833,-93.9502,89.51,51,40,18.41
520,Nishihara,JP,2022-07-19 17:57:03,26.1842,127.7558,83.68,89,100,13.8
521,Narva-Joesuu,EE,2022-07-19 17:57:03,59.4589,28.0408,62.98,77,9,10.67
522,Astana,KZ,2022-07-19 17:57:04,51.1801,71.446,67.95,60,0,2.24
523,Dovolnoye,RU,2022-07-19 17:57:04,54.4958,79.6671,55.53,91,28,6.2
524,Grand Haven,US,2022-07-19 17:57:04,43.0631,-86.2284,88.97,66,10,5.99
525,Zachary,US,2022-07-19 17:57:04,30.6485,-91.1565,93.74,59,99,9.19
526,Sambava,MG,2022-07-19 17:57:04,-14.2667,50.1667,69.39,83,40,16.06
527,Khovu-Aksy,RU,2022-07-19 17:57:04,51.1333,93.6,52.14,55,98,3.24
528,Henties Bay,NA,2022-07-19 17:57:04,-22.116,14.2845,56.86,88,3,12.03
529,Awbari,LY,2022-07-19 17:57:04,26.5921,12.7805,90.77,16,4,11.95
530,Tutoia,BR,2022-07-19 17:57:04,-2.7619,-42.2744,83.21,60,45,8.32
531,Diego De Almagro,CL,2022-07-19 17:57:04,-26.3667,-70.05,79.12,8,0,8.5
532,Tuatapere,NZ,2022-07-19 17:57:05,-46.1333,167.6833,42.01,91,97,3.11
533,Kismayo,SO,2022-07-19 17:57:05,-0.3582,42.5454,75.63,75,79,16.64
534,Freeport,US,2022-07-19 17:57:05,40.6576,-73.5832,92.95,48,10,7.0
535,Danbury,US,2022-07-19 17:57:05,41.3948,-73.454,90.52,56,1,1.99
536,Comodoro Rivadavia,AR,2022-07-19 17:55:29,-45.8667,-67.5,57.06,38,0,40.29
537,Whithorn,JM,2022-07-19 17:57:05,18.2604,-78.0378,85.26,53,18,4.25
538,Soria,ES,2022-07-19 17:57:06,41.6667,-2.6667,85.1,28,1,12.84
539,Rocha,UY,2022-07-19 17:57:06,-34.4833,-54.3333,56.37,54,1,7.31
540,Mnogovershinnyy,RU,2022-07-19 17:57:06,53.9353,139.9242,53.02,98,97,3.4
541,Smirnykh,RU,2022-07-19 17:57:06,49.75,142.8333,53.46,99,100,1.7
542,Sterlitamak,RU,2022-07-19 17:56:55,53.6246,55.9502,63.03,80,99,7.61
543,Antsohihy,MG,2022-07-19 17:57:06,-14.8796,47.9875,71.13,56,9,13.51
544,College Park,US,2022-07-19 17:57:06,38.9807,-76.9369,92.25,60,75,8.05
545,Nadadores,MX,2022-07-19 17:57:06,27.05,-101.6,98.24,32,1,5.82
546,Bitung,ID,2022-07-19 17:57:06,1.4451,125.1824,77.85,84,88,8.05
547,Bilibino,RU,2022-07-19 17:53:23,68.0546,166.4372,33.73,85,87,2.13
548,Kotar,IN,2022-07-19 17:57:07,24.7167,80.9833,83.68,75,98,13.47
549,Leningradskiy,RU,2022-07-19 17:57:07,69.3833,178.4167,34.52,95,94,12.19
550,Ende,ID,2022-07-19 17:57:07,-8.8432,121.6623,70.68,83,92,2.42
551,Kavaratti,IN,2022-07-19 17:57:07,10.5669,72.642,80.67,82,100,22.17
552,Boyolangu,ID,2022-07-19 17:57:07,-8.1181,111.8935,72.52,90,66,1.41
553,Moranbah,AU,2022-07-19 17:57:07,-22.0016,148.0466,53.55,95,0,8.97
554,Pakxan,LA,2022-07-19 17:57:07,18.3778,103.6601,77.0,95,100,2.8
555,Lozuvatka,UA,2022-07-19 17:57:08,48.0571,33.2858,69.35,48,87,6.55
556,Najran,SA,2022-07-19 17:57:08,17.4924,44.1277,74.05,44,100,7.85
557,Campbell River,CA,2022-07-19 17:52:23,50.0163,-125.2446,67.59,77,75,2.3
558,Saint Anthony,US,2022-07-19 17:57:08,45.0205,-93.218,91.87,49,40,21.85
559,Xihe,CN,2022-07-19 17:57:08,31.6864,113.4659,73.54,93,100,8.14
560,Shellbrook,CA,2022-07-19 17:57:08,53.2168,-106.4011,79.83,65,39,10.85
561,Sibolga,ID,2022-07-19 17:57:08,1.7427,98.7792,77.34,90,86,2.1
562,Zhigansk,RU,2022-07-19 17:57:08,66.7697,123.3711,38.8,83,83,20.89
563,Rumoi,JP,2022-07-19 17:57:09,43.9344,141.6428,66.36,95,71,3.65
564,Strelka,RU,2022-07-19 17:57:09,58.0728,93.0344,52.56,99,83,4.16
565,Mayumba,GA,2022-07-19 17:57:09,-3.432,10.6554,70.36,88,70,4.12
566,Bella Vista,US,2022-07-19 17:57:09,36.4295,-94.2316,100.33,46,0,1.01
567,Santiago Del Estero,AR,2022-07-19 17:52:47,-27.7951,-64.2615,67.32,36,0,5.1
568,Houma,US,2022-07-19 17:57:09,29.5958,-90.7195,93.99,69,75,8.05
569,Vila Franca Do Campo,PT,2022-07-19 17:57:09,37.7167,-25.4333,72.01,80,80,2.66
